county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day,provisional,other
Volusia,0805 805,State House,25,Sarah Zutter,DEM,1341,374,842,123,1,1
Volusia,0805 805,State House,25,"Joseph ""Joe"" Hannoush (LPF)",,51,17,17,17,0,0
Volusia,0805 805,State House,25,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,State House,25,Under Votes,,222,64,116,39,2,1
Volusia,0805 805,Supreme Court - Carlos G. Muniz,,Yes,,2236,892,1023,318,2,1
Volusia,0805 805,Supreme Court - Carlos G. Muniz,,No,,1031,329,556,145,1,0
Volusia,0805 805,Supreme Court - Carlos G. Muniz,,Over Votes,,1,1,0,0,0,0
Volusia,0805 805,Supreme Court - Carlos G. Muniz,,Under Votes,,806,283,428,92,2,1
Volusia,0805 805,5th Dist Crt of Appeal - Evander,,Yes,,2384,886,1197,297,3,1
Volusia,0805 805,5th Dist Crt of Appeal - Evander,,No,,806,312,334,160,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Evander,,Over Votes,,2,0,1,1,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Evander,,Under Votes,,882,307,475,97,2,1
Volusia,0805 805,5th Dist Crt of Appeal - Grosshans,,Yes,,2215,868,1033,312,1,1
Volusia,0805 805,5th Dist Crt of Appeal - Grosshans,,No,,940,311,482,146,1,0
Volusia,0805 805,5th Dist Crt of Appeal - Grosshans,,Over Votes,,2,2,0,0,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Grosshans,,Under Votes,,917,324,492,97,3,1
Volusia,0805 805,5th Dist Crt of Appeal - Harris,,Yes,,2403,934,1156,311,1,1
Volusia,0805 805,5th Dist Crt of Appeal - Harris,,No,,763,249,374,139,1,0
Volusia,0805 805,5th Dist Crt of Appeal - Harris,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Harris,,Under Votes,,908,322,477,105,3,1
Volusia,0805 805,5th Dist Crt of Appeal - Orfinger,,Yes,,2470,929,1228,310,2,1
Volusia,0805 805,5th Dist Crt of Appeal - Orfinger,,No,,686,242,307,137,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Orfinger,,Under Votes,,918,334,472,108,3,1
Volusia,0805 805,5th Dist Crt of Appeal - Sasso,,Yes,,2250,906,1043,298,2,1
Volusia,0805 805,5th Dist Crt of Appeal - Sasso,,No,,865,258,458,149,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Sasso,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Sasso,,Under Votes,,959,341,506,108,3,1
Volusia,0805 805,5th Dist Crt of Appeal - Wallis,,Yes,,2330,893,1128,306,2,1
Volusia,0805 805,5th Dist Crt of Appeal - Wallis,,No,,789,272,374,143,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,5th Dist Crt of Appeal - Wallis,,Under Votes,,955,340,505,106,3,1
Volusia,0805 805,Circuit Judge,,Joan Anthony,,1631,530,914,184,2,1
Volusia,0805 805,Circuit Judge,,Dan Hilbert,,1550,662,639,249,0,0
Volusia,0805 805,Circuit Judge,,Over Votes,,4,3,0,1,0,0
Volusia,0805 805,Circuit Judge,,Under Votes,,889,310,454,121,3,1
Volusia,0805 805,County Council Chair,,Jeff Brower,,2173,834,1020,316,3,0
Volusia,0805 805,County Council Chair,,"Deborah A. ""Deb"" Denys",,1306,468,677,159,1,1
Volusia,0805 805,County Council Chair,,Over Votes,,5,4,1,0,0,0
Volusia,0805 805,County Council Chair,,Under Votes,,590,199,309,80,1,1
Volusia,0805 805,Soil & Water Conservation Seat 2,,John Nelson,,2382,940,1107,333,2,0
Volusia,0805 805,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,623,203,330,89,0,1
Volusia,0805 805,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,Soil & Water Conservation Seat 2,,Under Votes,,1069,362,570,133,3,1
Volusia,0805 805,Soil & Water Conservation Seat 4,,Wendy Anderson,,1707,532,962,211,1,1
Volusia,0805 805,Soil & Water Conservation Seat 4,,Barbara Deering,,1399,633,544,221,1,0
Volusia,0805 805,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,Soil & Water Conservation Seat 4,,Under Votes,,968,340,501,123,3,1
Volusia,0805 805,New Smyrna Beach Mayor,,Lisa Martin,,1169,361,666,140,1,1
Volusia,0805 805,New Smyrna Beach Mayor,,Russ Owen,,2548,1029,1153,362,4,0
Volusia,0805 805,New Smyrna Beach Mayor,,Over Votes,,1,0,1,0,0,0
Volusia,0805 805,New Smyrna Beach Mayor,,Under Votes,,356,115,187,53,0,1
Volusia,0805 805,New Smyrna Beach Commissioner Zone 4,,"Charles ""Randy"" Hartman",,2148,870,970,305,2,1
Volusia,0805 805,New Smyrna Beach Commissioner Zone 4,,Shy Morris,,1295,404,721,167,2,1
Volusia,0805 805,New Smyrna Beach Commissioner Zone 4,,Over Votes,,1,0,1,0,0,0
Volusia,0805 805,New Smyrna Beach Commissioner Zone 4,,Under Votes,,630,231,315,83,1,0
Volusia,0805 805,Amendment 1 - Citzenship Requirement,,Yes,,2934,1131,1360,439,2,2
Volusia,0805 805,Amendment 1 - Citzenship Requirement,,No,,910,296,530,83,1,0
Volusia,0805 805,Amendment 1 - Citzenship Requirement,,Over Votes,,5,4,0,1,0,0
Volusia,0805 805,Amendment 1 - Citzenship Requirement,,Under Votes,,225,74,117,32,2,0
Volusia,0805 805,Amendment 2 - Minimum Wage,,Yes,,1998,617,1174,203,3,1
Volusia,0805 805,Amendment 2 - Minimum Wage,,No,,1859,810,724,322,2,1
Volusia,0805 805,Amendment 2 - Minimum Wage,,Over Votes,,2,2,0,0,0,0
Volusia,0805 805,Amendment 2 - Minimum Wage,,Under Votes,,215,76,109,30,0,0
Volusia,0805 805,Amendment 3 - Primary Elections,,Yes,,1457,475,737,241,2,2
Volusia,0805 805,Amendment 3 - Primary Elections,,No,,2245,905,1075,264,1,0
Volusia,0805 805,Amendment 3 - Primary Elections,,Over Votes,,4,2,2,0,0,0
Volusia,0805 805,Amendment 3 - Primary Elections,,Under Votes,,368,123,193,50,2,0
Volusia,0805 805,Amendment 4 - Apprl Const. Amendment,,Yes,,1646,741,613,289,2,1
Volusia,0805 805,Amendment 4 - Apprl Const. Amendment,,No,,1990,616,1165,206,2,1
Volusia,0805 805,Amendment 4 - Apprl Const. Amendment,,Over Votes,,1,1,0,0,0,0
Volusia,0805 805,Amendment 4 - Apprl Const. Amendment,,Under Votes,,437,147,229,60,1,0
Volusia,0805 805,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0805 805,Amendment 5 - Homestead,,Yes,,2545,988,1171,383,1,2
Volusia,0805 805,Amendment 5 - Homestead,,No,,1070,351,611,106,2,0
Volusia,0805 805,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,Amendment 5 - Homestead,,Under Votes,,459,166,225,66,2,0
Volusia,0805 805,Amendment 6 - Ad Valorem Tax Discount,,Yes,,3085,1147,1484,449,3,2
Volusia,0805 805,Amendment 6 - Ad Valorem Tax Discount,,No,,614,222,343,49,0,0
Volusia,0805 805,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0805 805,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,375,136,180,57,2,0
Volusia,0805 805,Volusia ECHO,,Yes (For Bonds),,2528,833,1368,321,4,2
Volusia,0805 805,Volusia ECHO,,No (Against Bonds),,1130,520,428,182,0,0
Volusia,0805 805,Volusia ECHO,,Over Votes,,2,2,0,0,0,0
Volusia,0805 805,Volusia ECHO,,Under Votes,,414,150,211,52,1,0
Volusia,0805 805,Volusia Forever,,Yes (For Bonds),,2680,893,1431,350,4,2
Volusia,0805 805,Volusia Forever,,No (Against Bonds),,1008,479,374,155,0,0
Volusia,0805 805,Volusia Forever,,Over Votes,,1,1,0,0,0,0
Volusia,0805 805,Volusia Forever,,Under Votes,,385,132,202,50,1,0
Volusia,0805 805,New Smyrna Beach Charter Amend -,,Revised Charter,,,,,,,
Volusia,0805 805,New Smyrna Beach Charter Amend -,,Yes for approval,,2580,915,1342,320,3,0
Volusia,0805 805,New Smyrna Beach Charter Amend -,,No against approval,,1141,480,472,189,0,0
Volusia,0805 805,New Smyrna Beach Charter Amend -,,Over Votes,,1,1,0,0,0,0
Volusia,0805 805,New Smyrna Beach Charter Amend -,,Under Votes,,314,112,154,46,2,0
Volusia,0807 807,President,,Donald J. Trump,REP,914,453,291,167,3,0
Volusia,0807 807,President,,Joseph R. Biden,DEM,526,182,299,45,0,0
Volusia,0807 807,President,,Jo Jorgensen,LPF,6,5,1,0,0,0
Volusia,0807 807,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,1,0,0,0
Volusia,0807 807,President,,Gloria La Riva,PSL,0,0,0,0,0,0
Volusia,0807 807,President,,Howie Hawkins,GRE,1,0,1,0,0,0
Volusia,0807 807,President,,Don Blankenship,CPF,1,0,1,0,0,0
Volusia,0807 807,President,,WRITE-IN,,3,0,1,2,0,0
Volusia,0807 807,President,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,President,,Under Votes,,6,1,3,2,0,0
Volusia,0807 807,U.S. House,6,Michael Waltz,REP,892,447,289,153,3,0
Volusia,0807 807,U.S. House,6,Clint Curtis,DEM,513,175,287,51,0,0
Volusia,0807 807,U.S. House,6,WRITE-IN,,0,0,0,0,0,0
Volusia,0807 807,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,U.S. House,6,Under Votes,,54,19,23,12,0,0
Volusia,0807 807,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,896,429,315,149,3,0
Volusia,0807 807,State Attorney 7th Judicial Circuit,,Don Dempsey,,454,165,237,52,0,0
Volusia,0807 807,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,State Attorney 7th Judicial Circuit,,Under Votes,,109,47,47,15,0,0
Volusia,0807 807,State House,25,Tom Leek,REP,871,439,281,148,3,0
Volusia,0807 807,State House,25,Sarah Zutter,DEM,491,162,281,48,0,0
Volusia,0807 807,State House,25,"Joseph ""Joe"" Hannoush (LPF)",,25,13,8,4,0,0
Volusia,0807 807,State House,25,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,State House,25,Under Votes,,72,27,29,16,0,0
Volusia,0807 807,Supreme Court - Carlos G. Muniz,,Yes,,815,382,313,118,2,0
Volusia,0807 807,Supreme Court - Carlos G. Muniz,,No,,398,162,182,54,0,0
Volusia,0807 807,Supreme Court - Carlos G. Muniz,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,Supreme Court - Carlos G. Muniz,,Under Votes,,245,97,103,44,1,0
Volusia,0807 807,5th Dist Crt of Appeal - Evander,,Yes,,892,394,370,126,2,0
Volusia,0807 807,5th Dist Crt of Appeal - Evander,,No,,312,143,123,45,1,0
Volusia,0807 807,5th Dist Crt of Appeal - Evander,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Evander,,Under Votes,,254,104,105,45,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Grosshans,,Yes,,838,394,328,115,1,0
Volusia,0807 807,5th Dist Crt of Appeal - Grosshans,,No,,363,144,164,53,2,0
Volusia,0807 807,5th Dist Crt of Appeal - Grosshans,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Grosshans,,Under Votes,,257,103,106,48,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Harris,,Yes,,868,393,348,124,3,0
Volusia,0807 807,5th Dist Crt of Appeal - Harris,,No,,331,144,142,45,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Harris,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Harris,,Under Votes,,259,104,108,47,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Orfinger,,Yes,,877,394,362,119,2,0
Volusia,0807 807,5th Dist Crt of Appeal - Orfinger,,No,,314,135,129,49,1,0
Volusia,0807 807,5th Dist Crt of Appeal - Orfinger,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Orfinger,,Under Votes,,267,112,107,48,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Sasso,,Yes,,819,370,335,112,2,0
Volusia,0807 807,5th Dist Crt of Appeal - Sasso,,No,,366,159,149,58,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Sasso,,Under Votes,,273,112,114,46,1,0
Volusia,0807 807,5th Dist Crt of Appeal - Wallis,,Yes,,838,381,334,120,3,0
Volusia,0807 807,5th Dist Crt of Appeal - Wallis,,No,,343,143,151,49,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Wallis,,Over Votes,,1,0,1,0,0,0
Volusia,0807 807,5th Dist Crt of Appeal - Wallis,,Under Votes,,277,117,113,47,0,0
Volusia,0807 807,Circuit Judge,,Joan Anthony,,679,268,323,88,0,0
Volusia,0807 807,Circuit Judge,,Dan Hilbert,,543,274,185,81,3,0
Volusia,0807 807,Circuit Judge,,Over Votes,,2,1,0,1,0,0
Volusia,0807 807,Circuit Judge,,Under Votes,,235,98,91,46,0,0
Volusia,0807 807,County Council Chair,,Jeff Brower,,784,351,314,119,0,0
Volusia,0807 807,County Council Chair,,"Deborah A. ""Deb"" Denys",,508,229,210,66,3,0
Volusia,0807 807,County Council Chair,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,County Council Chair,,Under Votes,,167,61,75,31,0,0
Volusia,0807 807,County Council Member District 2,,Danny Fuqua,,0,0,0,0,0,0
Volusia,0807 807,County Council Member District 2,,Billie Wheeler,,0,0,0,0,0,0
Volusia,0807 807,County Council Member District 2,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,County Council Member District 2,,Under Votes,,0,0,0,0,0,0
Volusia,0807 807,School Board Member District 2,,Anita Burnette,,0,0,0,0,0,0
Volusia,0807 807,School Board Member District 2,,Ida Duncan Wright,,0,0,0,0,0,0
Volusia,0807 807,School Board Member District 2,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,School Board Member District 2,,Under Votes,,0,0,0,0,0,0
Volusia,0807 807,Soil & Water Conservation Seat 2,,John Nelson,,891,412,350,126,3,0
Volusia,0807 807,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,297,117,135,45,0,0
Volusia,0807 807,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Soil & Water Conservation Seat 2,,Under Votes,,271,112,114,45,0,0
Volusia,0807 807,Soil & Water Conservation Seat 4,,Wendy Anderson,,721,284,344,93,0,0
Volusia,0807 807,Soil & Water Conservation Seat 4,,Barbara Deering,,501,264,156,78,3,0
Volusia,0807 807,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Soil & Water Conservation Seat 4,,Under Votes,,237,93,99,45,0,0
Volusia,0807 807,Amendment 1 - Citzenship Requirement,,Yes,,1133,516,444,170,3,0
Volusia,0807 807,Amendment 1 - Citzenship Requirement,,No,,258,99,129,30,0,0
Volusia,0807 807,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Amendment 1 - Citzenship Requirement,,Under Votes,,68,26,26,16,0,0
Volusia,0807 807,Amendment 2 - Minimum Wage,,Yes,,694,252,358,84,0,0
Volusia,0807 807,Amendment 2 - Minimum Wage,,No,,698,365,212,118,3,0
Volusia,0807 807,Amendment 2 - Minimum Wage,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Amendment 2 - Minimum Wage,,Under Votes,,67,24,29,14,0,0
Volusia,0807 807,Amendment 3 - Primary Elections,,Yes,,636,260,272,102,2,0
Volusia,0807 807,Amendment 3 - Primary Elections,,No,,714,341,281,91,1,0
Volusia,0807 807,Amendment 3 - Primary Elections,,Over Votes,,2,2,0,0,0,0
Volusia,0807 807,Amendment 3 - Primary Elections,,Under Votes,,107,38,46,23,0,0
Volusia,0807 807,Amendment 4 - Apprl Const. Amendment,,Yes,,709,355,239,112,3,0
Volusia,0807 807,Amendment 4 - Apprl Const. Amendment,,No,,629,241,310,78,0,0
Volusia,0807 807,Amendment 4 - Apprl Const. Amendment,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Amendment 4 - Apprl Const. Amendment,,Under Votes,,121,45,50,26,0,0
Volusia,0807 807,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0807 807,Amendment 5 - Homestead,,Yes,,947,438,378,128,3,0
Volusia,0807 807,Amendment 5 - Homestead,,No,,376,153,164,59,0,0
Volusia,0807 807,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Amendment 5 - Homestead,,Under Votes,,136,50,57,29,0,0
Volusia,0807 807,Amendment 6 - Ad Valorem Tax Discount,,Yes,,1153,521,464,165,3,0
Volusia,0807 807,Amendment 6 - Ad Valorem Tax Discount,,No,,194,74,95,25,0,0
Volusia,0807 807,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,2,2,0,0,0,0
Volusia,0807 807,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,110,44,40,26,0,0
Volusia,0807 807,Volusia ECHO,,Yes (For Bonds),,921,373,425,121,2,0
Volusia,0807 807,Volusia ECHO,,No (Against Bonds),,431,228,132,70,1,0
Volusia,0807 807,Volusia ECHO,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Volusia ECHO,,Under Votes,,107,40,42,25,0,0
Volusia,0807 807,Volusia Forever,,Yes (For Bonds),,977,391,455,129,2,0
Volusia,0807 807,Volusia Forever,,No (Against Bonds),,378,211,104,62,1,0
Volusia,0807 807,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0807 807,Volusia Forever,,Under Votes,,104,39,40,25,0,0
Volusia,0808 808,President,,Donald J. Trump,REP,3694,1828,1441,412,13,0
Volusia,0808 808,President,,Joseph R. Biden,DEM,2474,749,1541,176,8,0
Volusia,0808 808,President,,Jo Jorgensen,LPF,32,9,16,7,0,0
Volusia,0808 808,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0,0
Volusia,0808 808,President,,Gloria La Riva,PSL,0,0,0,0,0,0
Volusia,0808 808,President,,Howie Hawkins,GRE,5,2,2,1,0,0
Volusia,0808 808,President,,Don Blankenship,CPF,1,0,1,0,0,0
Volusia,0808 808,President,,WRITE-IN,,23,7,12,4,0,0
Volusia,0808 808,President,,Over Votes,,6,3,3,0,0,0
Volusia,0808 808,President,,Under Votes,,8,1,5,2,0,0
Volusia,0808 808,U.S. House,6,Michael Waltz,REP,3768,1853,1499,404,12,0
Volusia,0808 808,U.S. House,6,Clint Curtis,DEM,2268,687,1403,172,6,0
Volusia,0808 808,U.S. House,6,WRITE-IN,,4,1,0,3,0,0
Volusia,0808 808,U.S. House,6,Over Votes,,1,1,0,0,0,0
Volusia,0808 808,U.S. House,6,Under Votes,,202,57,119,23,3,0
Volusia,0808 808,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,3733,1812,1523,387,11,0
Volusia,0808 808,State Attorney 7th Judicial Circuit,,Don Dempsey,,1983,622,1195,160,6,0
Volusia,0808 808,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,State Attorney 7th Judicial Circuit,,Under Votes,,527,165,303,55,4,0
Volusia,0808 808,State House,25,Tom Leek,REP,3637,1783,1461,381,12,0
Volusia,0808 808,State House,25,Sarah Zutter,DEM,2223,687,1360,171,5,0
Volusia,0808 808,State House,25,"Joseph ""Joe"" Hannoush (LPF)",,97,40,37,19,1,0
Volusia,0808 808,State House,25,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,State House,25,Under Votes,,286,89,163,31,3,0
Volusia,0808 808,Supreme Court - Carlos G. Muniz,,Yes,,3579,1649,1568,357,5,0
Volusia,0808 808,Supreme Court - Carlos G. Muniz,,No,,1554,537,869,142,6,0
Volusia,0808 808,Supreme Court - Carlos G. Muniz,,Over Votes,,2,2,0,0,0,0
Volusia,0808 808,Supreme Court - Carlos G. Muniz,,Under Votes,,1108,411,584,103,10,0
Volusia,0808 808,5th Dist Crt of Appeal - Evander,,Yes,,3684,1587,1734,354,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Evander,,No,,1373,574,659,137,3,0
Volusia,0808 808,5th Dist Crt of Appeal - Evander,,Over Votes,,1,0,1,0,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Evander,,Under Votes,,1185,438,627,111,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Grosshans,,Yes,,3586,1612,1617,348,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Grosshans,,No,,1405,519,748,135,3,0
Volusia,0808 808,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Grosshans,,Under Votes,,1252,468,656,119,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Harris,,Yes,,3805,1689,1725,383,8,0
Volusia,0808 808,5th Dist Crt of Appeal - Harris,,No,,1228,459,657,108,4,0
Volusia,0808 808,5th Dist Crt of Appeal - Harris,,Over Votes,,4,3,1,0,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Harris,,Under Votes,,1206,448,638,111,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Orfinger,,Yes,,3778,1641,1776,354,7,0
Volusia,0808 808,5th Dist Crt of Appeal - Orfinger,,No,,1244,495,612,133,4,0
Volusia,0808 808,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Orfinger,,Under Votes,,1221,463,633,115,10,0
Volusia,0808 808,5th Dist Crt of Appeal - Sasso,,Yes,,3649,1636,1654,352,7,0
Volusia,0808 808,5th Dist Crt of Appeal - Sasso,,No,,1327,484,716,122,5,0
Volusia,0808 808,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,0,0,1,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Sasso,,Under Votes,,1266,479,651,127,9,0
Volusia,0808 808,5th Dist Crt of Appeal - Wallis,,Yes,,3697,1637,1693,357,10,0
Volusia,0808 808,5th Dist Crt of Appeal - Wallis,,No,,1268,484,664,118,2,0
Volusia,0808 808,5th Dist Crt of Appeal - Wallis,,Over Votes,,1,0,0,1,0,0
Volusia,0808 808,5th Dist Crt of Appeal - Wallis,,Under Votes,,1277,478,664,126,9,0
Volusia,0808 808,Circuit Judge,,Joan Anthony,,2837,1046,1529,255,7,0
Volusia,0808 808,Circuit Judge,,Dan Hilbert,,2262,1108,921,230,3,0
Volusia,0808 808,Circuit Judge,,Over Votes,,4,2,0,2,0,0
Volusia,0808 808,Circuit Judge,,Under Votes,,1140,443,571,115,11,0
Volusia,0808 808,County Council Chair,,Jeff Brower,,3065,1356,1410,294,5,0
Volusia,0808 808,County Council Chair,,"Deborah A. ""Deb"" Denys",,2255,888,1137,222,8,0
Volusia,0808 808,County Council Chair,,Over Votes,,5,4,1,0,0,0
Volusia,0808 808,County Council Chair,,Under Votes,,918,351,473,86,8,0
Volusia,0808 808,Soil & Water Conservation Seat 2,,John Nelson,,3740,1630,1747,356,7,0
Volusia,0808 808,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,1123,440,557,121,5,0
Volusia,0808 808,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,Soil & Water Conservation Seat 2,,Under Votes,,1380,529,717,125,9,0
Volusia,0808 808,Soil & Water Conservation Seat 4,,Wendy Anderson,,2820,1021,1536,259,4,0
Volusia,0808 808,Soil & Water Conservation Seat 4,,Barbara Deering,,2156,1096,834,219,7,0
Volusia,0808 808,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,Soil & Water Conservation Seat 4,,Under Votes,,1267,482,651,124,10,0
Volusia,0808 808,New Smyrna Beach Mayor,,Lisa Martin,,2199,782,1212,201,4,0
Volusia,0808 808,New Smyrna Beach Mayor,,Russ Owen,,3409,1567,1493,338,11,0
Volusia,0808 808,New Smyrna Beach Mayor,,Over Votes,,1,0,0,1,0,0
Volusia,0808 808,New Smyrna Beach Mayor,,Under Votes,,634,250,316,62,6,0
Volusia,0808 808,New Smyrna Beach Commissioner Zone 4,,"Charles ""Randy"" Hartman",,3363,1534,1507,315,7,0
Volusia,0808 808,New Smyrna Beach Commissioner Zone 4,,Shy Morris,,1927,667,1047,206,7,0
Volusia,0808 808,New Smyrna Beach Commissioner Zone 4,,Over Votes,,0,0,0,0,0,0
Volusia,0808 808,New Smyrna Beach Commissioner Zone 4,,Under Votes,,953,398,467,81,7,0
Volusia,0808 808,Amendment 1 - Citzenship Requirement,,Yes,,4780,2061,2230,473,16,0
Volusia,0808 808,Amendment 1 - Citzenship Requirement,,No,,1128,407,631,89,1,0
Volusia,0808 808,Amendment 1 - Citzenship Requirement,,Over Votes,,2,2,0,0,0,0
Volusia,0808 808,Amendment 1 - Citzenship Requirement,,Under Votes,,333,129,160,40,4,0
Volusia,0808 808,Amendment 2 - Minimum Wage,,Yes,,3326,1132,1903,276,15,0
Volusia,0808 808,Amendment 2 - Minimum Wage,,No,,2609,1334,986,286,3,0
Volusia,0808 808,Amendment 2 - Minimum Wage,,Over Votes,,2,2,0,0,0,0
Volusia,0808 808,Amendment 2 - Minimum Wage,,Under Votes,,306,131,132,40,3,0
Volusia,0808 808,Amendment 3 - Primary Elections,,Yes,,2676,949,1417,299,11,0
Volusia,0808 808,Amendment 3 - Primary Elections,,No,,2994,1416,1334,239,5,0
Volusia,0808 808,Amendment 3 - Primary Elections,,Over Votes,,1,1,0,0,0,0
Volusia,0808 808,Amendment 3 - Primary Elections,,Under Votes,,572,233,270,64,5,0
Volusia,0808 808,Amendment 4 - Apprl Const. Amendment,,Yes,,2839,1417,1092,319,11,0
Volusia,0808 808,Amendment 4 - Apprl Const. Amendment,,No,,2731,908,1617,201,5,0
Volusia,0808 808,Amendment 4 - Apprl Const. Amendment,,Over Votes,,2,2,0,0,0,0
Volusia,0808 808,Amendment 4 - Apprl Const. Amendment,,Under Votes,,671,272,312,82,5,0
Volusia,0808 808,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0808 808,Amendment 5 - Homestead,,Yes,,3954,1756,1797,388,13,0
Volusia,0808 808,Amendment 5 - Homestead,,No,,1556,551,880,123,2,0
Volusia,0808 808,Amendment 5 - Homestead,,Over Votes,,1,1,0,0,0,0
Volusia,0808 808,Amendment 5 - Homestead,,Under Votes,,732,291,344,91,6,0
Volusia,0808 808,Amendment 6 - Ad Valorem Tax Discount,,Yes,,4777,2032,2265,465,15,0
Volusia,0808 808,Amendment 6 - Ad Valorem Tax Discount,,No,,869,312,496,60,1,0
Volusia,0808 808,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,1,1,0,0,0,0
Volusia,0808 808,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,596,254,260,77,5,0
Volusia,0808 808,Volusia ECHO,,Yes (For Bonds),,3983,1453,2155,364,11,0
Volusia,0808 808,Volusia ECHO,,No (Against Bonds),,1599,859,577,157,6,0
Volusia,0808 808,Volusia ECHO,,Over Votes,,5,5,0,0,0,0
Volusia,0808 808,Volusia ECHO,,Under Votes,,656,282,289,81,4,0
Volusia,0808 808,Volusia Forever,,Yes (For Bonds),,4115,1522,2208,374,11,0
