county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal John M. Harris,,Under Votes,,192,46,88,58
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,879,,,
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Richard B. Orfinger,,No,,433,98,186,149
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,3,,,
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,197,46,89,62
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Meredith Sasso,,Yes,,941,,,
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Meredith Sasso,,No,,371,101,160,110
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,200,46,90,64
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal F. Rand Wallis,,Yes,,933,257,365,311
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal F. Rand Wallis,,No,,380,,,
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,199,46,90,63
Sumter,0121 121 INDIAN HILL BAPT,No. 1 Constitutional Amendment,,Yes,,1279,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 1 Constitutional Amendment,,No,,173,62,76,35
Sumter,0121 121 INDIAN HILL BAPT,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 1 Constitutional Amendment,,Under Votes,,60,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 2 Constitutional Amendment,,Yes,,625,230,236,159
Sumter,0121 121 INDIAN HILL BAPT,No. 2 Constitutional Amendment,,No,,831,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 2 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 2 Constitutional Amendment,,Under Votes,,56,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 3 Constitutional Amendment,,Yes,,736,222,282,232
Sumter,0121 121 INDIAN HILL BAPT,No. 3 Constitutional Amendment,,No,,643,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 3 Constitutional Amendment,,Under Votes,,133,35,55,43
Sumter,0121 121 INDIAN HILL BAPT,No. 4 Constitutional Amendment,,Yes,,707,181,279,247
Sumter,0121 121 INDIAN HILL BAPT,No. 4 Constitutional Amendment,,No,,663,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 4 Constitutional Amendment,,Under Votes,,142,33,63,46
Sumter,0121 121 INDIAN HILL BAPT,No. 5 Constitutional Amendment,,Yes,,969,285,383,301
Sumter,0121 121 INDIAN HILL BAPT,No. 5 Constitutional Amendment,,No,,400,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 5 Constitutional Amendment,,Under Votes,,143,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 6 Constitutional Amendment,,Yes,,1260,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 6 Constitutional Amendment,,No,,131,,,
Sumter,0121 121 INDIAN HILL BAPT,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0121 121 INDIAN HILL BAPT,No. 6 Constitutional Amendment,,Under Votes,,121,,,
Sumter,0123 123 WEBSTER COMM,Registered Voters,,,,2589,,,
Sumter,0123 123 WEBSTER COMM,Ballots Cast,,,,1908,463,795,650
Sumter,0123 123 WEBSTER COMM,Ballots Cast Blank,,,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,President,,Donald J. Trump,REP,1400,258,619,523
Sumter,0123 123 WEBSTER COMM,President,,Joseph R. Biden,DEM,489,196,172,121
Sumter,0123 123 WEBSTER COMM,President,,Jo Jorgensen,LPF,8,,,
Sumter,0123 123 WEBSTER COMM,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0123 123 WEBSTER COMM,President,,Gloria La Riva,PSL,1,,,
Sumter,0123 123 WEBSTER COMM,President,,Howie Hawkins,GRE,1,,,
Sumter,0123 123 WEBSTER COMM,President,,Don Blankenship,CPF,1,,,
Sumter,0123 123 WEBSTER COMM,President,,WRITE-IN,,1,,,
Sumter,0123 123 WEBSTER COMM,President,,Over Votes,,3,,,
Sumter,0123 123 WEBSTER COMM,President,,Under Votes,,3,,,
Sumter,0123 123 WEBSTER COMM,U.S. House,11,Daniel Webster,REP,1414,266,623,525
Sumter,0123 123 WEBSTER COMM,U.S. House,11,Dana Marie Cottrell,DEM,457,188,157,112
Sumter,0123 123 WEBSTER COMM,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,U.S. House,11,Under Votes,,37,,,
Sumter,0123 123 WEBSTER COMM,State House,33,Brett T. Hage,REP,1363,253,605,505
Sumter,0123 123 WEBSTER COMM,State House,33,"Mamie ""Dee"" Melvin",DEM,195,165,116,
Sumter,0123 123 WEBSTER COMM,State House,33,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,State House,33,Under Votes,,68,,,
Sumter,0123 123 WEBSTER COMM,Board of County Commissioners District 1,,Gary Search,REP,1376,278,600,498
Sumter,0123 123 WEBSTER COMM,Board of County Commissioners District 1,,Larry J. Green,,429,155,148,126
Sumter,0123 123 WEBSTER COMM,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,Board of County Commissioners District 1,,Under Votes,,103,,,
Sumter,0123 123 WEBSTER COMM,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1227,276,520,431
Sumter,0123 123 WEBSTER COMM,Justice of the Supreme Court Carlos G. Muniz,,No,,480,140,187,153
Sumter,0123 123 WEBSTER COMM,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,2,,,
Sumter,0123 123 WEBSTER COMM,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,199,47,87,65
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1196,300,470,426
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Kerry I. Evander,,No,,507,114,231,162
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,204,49,94,61
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1229,284,518,427
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Jamie Grosshans,,No,,447,117,175,155
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,231,62,102,67
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal John M. Harris,,Yes,,1290,307,530,453
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal John M. Harris,,No,,413,107,172,134
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal John M. Harris,,Under Votes,,204,49,93,62
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1175,290,468,417
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Richard B. Orfinger,,No,,523,122,233,168
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,209,51,93,65
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Meredith Sasso,,Yes,,1264,295,530,439
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Meredith Sasso,,No,,429,116,170,143
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,215,52,95,68
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1260,305,516,439
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal F. Rand Wallis,,No,,437,108,184,145
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,211,50,95,66
Sumter,0123 123 WEBSTER COMM,No. 1 Constitutional Amendment,,Yes,,1585,358,657,570
Sumter,0123 123 WEBSTER COMM,No. 1 Constitutional Amendment,,No,,237,91,93,53
Sumter,0123 123 WEBSTER COMM,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0123 123 WEBSTER COMM,No. 1 Constitutional Amendment,,Under Votes,,86,,,
Sumter,0123 123 WEBSTER COMM,No. 2 Constitutional Amendment,,Yes,,823,277,313,233
Sumter,0123 123 WEBSTER COMM,No. 2 Constitutional Amendment,,No,,1004,172,440,392
Sumter,0123 123 WEBSTER COMM,No. 2 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0123 123 WEBSTER COMM,No. 2 Constitutional Amendment,,Under Votes,,79,,,
Sumter,0123 123 WEBSTER COMM,No. 3 Constitutional Amendment,,Yes,,949,239,366,344
Sumter,0123 123 WEBSTER COMM,No. 3 Constitutional Amendment,,No,,808,200,346,262
Sumter,0123 123 WEBSTER COMM,No. 3 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,No. 3 Constitutional Amendment,,Under Votes,,150,,,
Sumter,0123 123 WEBSTER COMM,No. 4 Constitutional Amendment,,Yes,,958,194,403,361
Sumter,0123 123 WEBSTER COMM,No. 4 Constitutional Amendment,,No,,784,242,304,238
Sumter,0123 123 WEBSTER COMM,No. 4 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0123 123 WEBSTER COMM,No. 4 Constitutional Amendment,,Under Votes,,165,,,
Sumter,0123 123 WEBSTER COMM,No. 5 Constitutional Amendment,,Yes,,1227,285,520,422
Sumter,0123 123 WEBSTER COMM,No. 5 Constitutional Amendment,,No,,504,141,185,178
Sumter,0123 123 WEBSTER COMM,No. 5 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0123 123 WEBSTER COMM,No. 5 Constitutional Amendment,,Under Votes,,175,35,90,50
Sumter,0123 123 WEBSTER COMM,No. 6 Constitutional Amendment,,Yes,,1552,375,647,530
Sumter,0123 123 WEBSTER COMM,No. 6 Constitutional Amendment,,No,,195,61,65,69
Sumter,0123 123 WEBSTER COMM,No. 6 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0123 123 WEBSTER COMM,No. 6 Constitutional Amendment,,Under Votes,,159,,,
Sumter,0125 125 EL SANTIAGO REC,Registered Voters,,,,3426,,,
Sumter,0125 125 EL SANTIAGO REC,Ballots Cast,,,,3070,1564,1332,174
Sumter,0125 125 EL SANTIAGO REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,President,,Donald J. Trump,REP,2026,792,1097,137
Sumter,0125 125 EL SANTIAGO REC,President,,Joseph R. Biden,DEM,1009,762,217,30
Sumter,0125 125 EL SANTIAGO REC,President,,Jo Jorgensen,LPF,6,,,
Sumter,0125 125 EL SANTIAGO REC,President,,"Roque ""Rocky"" De La Fuente",REF,4,,,
Sumter,0125 125 EL SANTIAGO REC,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,President,,Howie Hawkins,GRE,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,President,,Don Blankenship,CPF,1,,,
Sumter,0125 125 EL SANTIAGO REC,President,,WRITE-IN,,5,,,
Sumter,0125 125 EL SANTIAGO REC,President,,Over Votes,,8,,,
Sumter,0125 125 EL SANTIAGO REC,President,,Under Votes,,11,,,
Sumter,0125 125 EL SANTIAGO REC,U.S. House,11,Daniel Webster,REP,2085,835,1106,144
Sumter,0125 125 EL SANTIAGO REC,U.S. House,11,Dana Marie Cottrell,DEM,890,,,
Sumter,0125 125 EL SANTIAGO REC,U.S. House,11,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,U.S. House,11,Under Votes,,94,,,
Sumter,0125 125 EL SANTIAGO REC,State House,33,Brett T. Hage,REP,2037,825,1071,141
Sumter,0125 125 EL SANTIAGO REC,State House,33,"Mamie ""Dee"" Melvin",DEM,883,,,
Sumter,0125 125 EL SANTIAGO REC,State House,33,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,State House,33,Under Votes,,149,,,
Sumter,0125 125 EL SANTIAGO REC,Board of County Commissioners District 1,,Gary Search,REP,2235,972,1124,139
Sumter,0125 125 EL SANTIAGO REC,Board of County Commissioners District 1,,Larry J. Green,,621,,,
Sumter,0125 125 EL SANTIAGO REC,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,Board of County Commissioners District 1,,Under Votes,,214,,,
Sumter,0125 125 EL SANTIAGO REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1988,965,896,127
Sumter,0125 125 EL SANTIAGO REC,Justice of the Supreme Court Carlos G. Muniz,,No,,556,,,
Sumter,0125 125 EL SANTIAGO REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,526,261,234,31
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1988,1015,856,117
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Kerry I. Evander,,No,,533,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,548,268,247,33
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1918,934,890,94
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Jamie Grosshans,,No,,507,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,644,324,260,60
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal John M. Harris,,Yes,,2016,1001,895,120
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal John M. Harris,,No,,500,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,554,267,251,36
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1971,1006,847,118
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,520,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,578,276,267,35
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,1973,985,871,117
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Meredith Sasso,,No,,506,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,591,280,275,36
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1994,996,881,117
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal F. Rand Wallis,,No,,492,,,
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,584,278,269,37
Sumter,0125 125 EL SANTIAGO REC,No. 1 Constitutional Amendment,,Yes,,2544,1236,1157,151
Sumter,0125 125 EL SANTIAGO REC,No. 1 Constitutional Amendment,,No,,362,,,
Sumter,0125 125 EL SANTIAGO REC,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,No. 1 Constitutional Amendment,,Under Votes,,164,,,
Sumter,0125 125 EL SANTIAGO REC,No. 2 Constitutional Amendment,,Yes,,1763,1055,624,84
Sumter,0125 125 EL SANTIAGO REC,No. 2 Constitutional Amendment,,No,,1116,433,605,78
Sumter,0125 125 EL SANTIAGO REC,No. 2 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,No. 2 Constitutional Amendment,,Under Votes,,190,,,
Sumter,0125 125 EL SANTIAGO REC,No. 3 Constitutional Amendment,,Yes,,1481,810,584,87
Sumter,0125 125 EL SANTIAGO REC,No. 3 Constitutional Amendment,,No,,1292,614,609,69
Sumter,0125 125 EL SANTIAGO REC,No. 3 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,No. 3 Constitutional Amendment,,Under Votes,,296,,,
Sumter,0125 125 EL SANTIAGO REC,No. 4 Constitutional Amendment,,Yes,,1392,630,676,86
Sumter,0125 125 EL SANTIAGO REC,No. 4 Constitutional Amendment,,No,,1343,776,498,69
Sumter,0125 125 EL SANTIAGO REC,No. 4 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0125 125 EL SANTIAGO REC,No. 4 Constitutional Amendment,,Under Votes,,334,,,
Sumter,0125 125 EL SANTIAGO REC,No. 5 Constitutional Amendment,,Yes,,2057,1019,910,128
Sumter,0125 125 EL SANTIAGO REC,No. 5 Constitutional Amendment,,No,,661,365,266,30
Sumter,0125 125 EL SANTIAGO REC,No. 5 Constitutional Amendment,,Over Votes,,3,,,
Sumter,0125 125 EL SANTIAGO REC,No. 5 Constitutional Amendment,,Under Votes,,349,,,
Sumter,0125 125 EL SANTIAGO REC,No. 6 Constitutional Amendment,,Yes,,2533,1290,1097,146
Sumter,0125 125 EL SANTIAGO REC,No. 6 Constitutional Amendment,,No,,258,,,
Sumter,0125 125 EL SANTIAGO REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0125 125 EL SANTIAGO REC,No. 6 Constitutional Amendment,,Under Votes,,279,,,
Sumter,0127 127 COLONY COTTAGE,Registered Voters,,,,3864,,,
Sumter,0127 127 COLONY COTTAGE,Ballots Cast,,,,3607,1832,1604,171
Sumter,0127 127 COLONY COTTAGE,Ballots Cast Blank,,,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,President,,Donald J. Trump,REP,2325,875,1306,144
Sumter,0127 127 COLONY COTTAGE,President,,Joseph R. Biden,DEM,1255,,,
Sumter,0127 127 COLONY COTTAGE,President,,Jo Jorgensen,LPF,4,,,
Sumter,0127 127 COLONY COTTAGE,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,President,,Howie Hawkins,GRE,1,,,
Sumter,0127 127 COLONY COTTAGE,President,,Don Blankenship,CPF,1,,,
Sumter,0127 127 COLONY COTTAGE,President,,WRITE-IN,,5,,,
Sumter,0127 127 COLONY COTTAGE,President,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,President,,Under Votes,,15,,,
Sumter,0127 127 COLONY COTTAGE,U.S. House,11,Daniel Webster,REP,2385,921,1320,144
Sumter,0127 127 COLONY COTTAGE,U.S. House,11,Dana Marie Cottrell,DEM,1152,,,
Sumter,0127 127 COLONY COTTAGE,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,U.S. House,11,Under Votes,,70,,,
Sumter,0127 127 COLONY COTTAGE,State House,33,Brett T. Hage,REP,2363,921,1301,141
Sumter,0127 127 COLONY COTTAGE,State House,33,"Mamie ""Dee"" Melvin",DEM,1122,,,
Sumter,0127 127 COLONY COTTAGE,State House,33,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,State House,33,Under Votes,,122,,,
Sumter,0127 127 COLONY COTTAGE,Board of County Commissioners District 1,,Gary Search,REP,2690,1195,1349,146
Sumter,0127 127 COLONY COTTAGE,Board of County Commissioners District 1,,Larry J. Green,,712,,,
Sumter,0127 127 COLONY COTTAGE,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,Board of County Commissioners District 1,,Under Votes,,205,,,
Sumter,0127 127 COLONY COTTAGE,Justice of the Supreme Court Carlos G. Muniz,,Yes,,2436,1201,1123,112
Sumter,0127 127 COLONY COTTAGE,Justice of the Supreme Court Carlos G. Muniz,,No,,649,,,
Sumter,0127 127 COLONY COTTAGE,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,521,235,254,32
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Kerry I. Evander,,Yes,,2478,1280,1088,110
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Kerry I. Evander,,No,,570,293,247,30
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,558,258,269,31
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Jamie Grosshans,,Yes,,2370,1158,1102,110
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Jamie Grosshans,,No,,562,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,3,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,672,333,302,37
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal John M. Harris,,Yes,,2515,1272,1128,115
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal John M. Harris,,No,,523,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal John M. Harris,,Under Votes,,568,257,279,32
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,2419,1244,1065,110
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Richard B. Orfinger,,No,,611,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,2,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,575,257,286,32
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Meredith Sasso,,Yes,,2465,1249,1103,113
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Meredith Sasso,,No,,559,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,582,256,292,34
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal F. Rand Wallis,,Yes,,2470,1267,1093,110
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal F. Rand Wallis,,No,,543,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,593,263,296,34
Sumter,0127 127 COLONY COTTAGE,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,2002,1019,893,90
Sumter,0127 127 COLONY COTTAGE,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,932,480,405,47
Sumter,0127 127 COLONY COTTAGE,North Sumter Utility Dependent District Seat 7,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,North Sumter Utility Dependent District Seat 7,,Under Votes,,672,333,305,34
Sumter,0127 127 COLONY COTTAGE,No. 1 Constitutional Amendment,,Yes,,2929,1393,1394,142
Sumter,0127 127 COLONY COTTAGE,No. 1 Constitutional Amendment,,No,,540,,,
Sumter,0127 127 COLONY COTTAGE,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,No. 1 Constitutional Amendment,,Under Votes,,138,,,
Sumter,0127 127 COLONY COTTAGE,No. 2 Constitutional Amendment,,Yes,,2090,1266,742,82
Sumter,0127 127 COLONY COTTAGE,No. 2 Constitutional Amendment,,No,,1366,502,784,80
Sumter,0127 127 COLONY COTTAGE,No. 2 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,No. 2 Constitutional Amendment,,Under Votes,,150,,,
Sumter,0127 127 COLONY COTTAGE,No. 3 Constitutional Amendment,,Yes,,1691,915,704,72
Sumter,0127 127 COLONY COTTAGE,No. 3 Constitutional Amendment,,No,,1657,812,777,68
Sumter,0127 127 COLONY COTTAGE,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,No. 3 Constitutional Amendment,,Under Votes,,259,105,123,31
Sumter,0127 127 COLONY COTTAGE,No. 4 Constitutional Amendment,,Yes,,1553,683,800,70
Sumter,0127 127 COLONY COTTAGE,No. 4 Constitutional Amendment,,No,,1766,1032,667,67
Sumter,0127 127 COLONY COTTAGE,No. 4 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0127 127 COLONY COTTAGE,No. 4 Constitutional Amendment,,Under Votes,,287,116,137,34
Sumter,0127 127 COLONY COTTAGE,No. 5 Constitutional Amendment,,Yes,,2311,1164,1058,89
Sumter,0127 127 COLONY COTTAGE,No. 5 Constitutional Amendment,,No,,984,540,394,50
Sumter,0127 127 COLONY COTTAGE,No. 5 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0127 127 COLONY COTTAGE,No. 5 Constitutional Amendment,,Under Votes,,310,128,150,32
Sumter,0127 127 COLONY COTTAGE,No. 6 Constitutional Amendment,,Yes,,2927,1469,1326,132
Sumter,0127 127 COLONY COTTAGE,No. 6 Constitutional Amendment,,No,,414,,,
Sumter,0127 127 COLONY COTTAGE,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0127 127 COLONY COTTAGE,No. 6 Constitutional Amendment,,Under Votes,,266,110,124,32
