county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0510 W022,No. 5 Constitutional Amendment,,,Yes,1894,129,1029,736,0
Broward,0510 W022,No. 5 Constitutional Amendment,,,No.,774,44,395,335,0
Broward,0510 W022,No. 6 Constitutional Amendment,,,Yes,2468,167,1305,996,0
Broward,0510 W022,No. 6 Constitutional Amendment,,,No.,279,18,150,111,0
Broward,0510 W022,Broward County Ballot Question,,,Yes,1804,101,1024,679,0
Broward,0510 W022,Broward County Ballot Question,,,No.,837,78,374,385,0
Broward,0510 W022,Broward County Charter Question,,,Yes,1869,122,1018,729,0
Broward,0510 W022,Broward County Charter Question,,,No.,796,56,394,346,0
Broward,0511 W023,Registered Voters,,,,8060,,,,
Broward,0511 W023,Ballots Cast,,,,6027,583,2694,2750,0
Broward,0511 W023,Ballots Cast Blank,,,,290,42,69,179,0
Broward,0511 W023,President,,REP,Donald J. Trump,1375,205,416,754,0
Broward,0511 W023,President,,DEM,Joseph R. Biden,4589,370,2246,1973,0
Broward,0511 W023,President,,LPF,Jo Jorgensen,13,1,8,4,0
Broward,0511 W023,President,,REF,"Roque ""Rocky"" De La Fuente",2,0,1,1,0
Broward,0511 W023,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0511 W023,President,,GRE,Howie Hawkins,6,2,1,3,0
Broward,0511 W023,President,,CPF,Don Blankenship,5,0,4,1,0
Broward,0511 W023,President,,,Write-ins,18,1,9,8,0
Broward,0511 W023,President,,REP,Greg Musselwhite,1270,189,376,705,0
Broward,0511 W023,President,,DEM,Alcee L. Hastings,4581,369,2256,1956,0
Broward,0511 W023,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,1315,186,405,724,0
Broward,0511 W023,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,4489,369,2195,1925,0
Broward,0511 W023,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,5028,445,2394,2189,0
Broward,0511 W023,Public Defender - 17th Judicial Circuit,,,Write-ins,110,18,32,60,0
Broward,0511 W023,State Senate,35,DEM,"Shevrin ""Shev"" Jones",4987,438,2384,2165,0
Broward,0511 W023,State Senate,35,,Write-ins,107,17,31,59,0
Broward,0511 W023,Sheriff,,REP,H. Wayne Clark,1186,172,360,654,0
Broward,0511 W023,Sheriff,,DEM,Gregory Tony,4356,365,2087,1904,0
Broward,0511 W023,Sheriff,,NPA,"Charles ""Chuck"" Whatley",190,13,120,57,0
Broward,0511 W023,Sheriff,,,Write-ins,29,0,17,12,0
Broward,0511 W023,Supervisor of Elections,,REP,Catherine McBreen,1317,185,403,729,0
Broward,0511 W023,Supervisor of Elections,,DEM,Joe Scott,4455,365,2194,1896,0
Broward,0511 W023,Supervisor of Elections,,,Write-ins,23,2,12,9,0
Broward,0511 W023,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,2719,309,1054,1356,0
Broward,0511 W023,Justice of the Supreme Court - Carlos G. Muniz,,,No.,2693,195,1459,1039,0
Broward,0511 W023,Fourth District Court of Appeal - Alan O. Forst,,,Yes,2949,304,1247,1398,0
Broward,0511 W023,Fourth District Court of Appeal - Alan O. Forst,,,No.,2355,190,1229,936,0
Broward,0511 W023,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,2848,301,1181,1366,0
Broward,0511 W023,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,2440,194,1281,965,0
Broward,0511 W023,Fourth District Court of Appeal - Martha C. Warner,,,Yes,3845,345,1821,1679,0
Broward,0511 W023,Fourth District Court of Appeal - Martha C. Warner,,,No.,1423,140,636,647,0
Broward,0511 W023,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,2006,229,774,1003,0
Broward,0511 W023,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,3150,250,1652,1248,0
Broward,0511 W023,School Board At Large - Seat 9,,,Debra Hixon.,3298,348,1462,1488,0
Broward,0511 W023,School Board At Large - Seat 9,,,Jeff Holness,2043,162,1000,881,0
Broward,0511 W023,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,2880,281,1257,1342,0
Broward,0511 W023,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,2248,202,1138,908,0
Broward,0511 W023,No. 1 Constitutional Amendment,,,Yes,3962,432,1733,1797,0
Broward,0511 W023,No. 1 Constitutional Amendment,,,No.,1702,105,859,738,0
Broward,0511 W023,No. 2 Constitutional Amendment,,,Yes,4640,435,2165,2040,0
Broward,0511 W023,No. 2 Constitutional Amendment,,,No.,878,85,361,432,0
Broward,0511 W023,No. 3 Constitutional Amendment,,,Yes,3374,379,1537,1458,0
Broward,0511 W023,No. 3 Constitutional Amendment,,,No.,2074,129,962,983,0
Broward,0511 W023,No. 4 Constitutional Amendment,,,Yes,2536,304,1067,1165,0
Broward,0511 W023,No. 4 Constitutional Amendment,,,No.,2869,198,1423,1248,0
Broward,0511 W023,No. 5 Constitutional Amendment,,,Yes,3629,358,1727,1544,0
Broward,0511 W023,No. 5 Constitutional Amendment,,,No.,1838,153,787,898,0
Broward,0511 W023,No. 6 Constitutional Amendment,,,Yes,4947,460,2281,2206,0
Broward,0511 W023,No. 6 Constitutional Amendment,,,No.,674,69,286,319,0
Broward,0511 W023,Broward County Ballot Question,,,Yes,3657,312,1746,1599,0
Broward,0511 W023,Broward County Ballot Question,,,No.,1745,196,732,817,0
Broward,0511 W023,Broward County Charter Question,,,Yes,4074,384,1841,1849,0
Broward,0511 W023,Broward County Charter Question,,,No.,1387,124,666,597,0
Broward,0512 W024,Registered Voters,,,,3339,,,,
Broward,0512 W024,Ballots Cast,,,,2321,404,1014,902,1
Broward,0512 W024,Ballots Cast Blank,,,,139,32,49,58,0
Broward,0512 W024,President,,REP,Donald J. Trump,483,127,143,213,0
Broward,0512 W024,President,,DEM,Joseph R. Biden,1809,271,855,682,1
Broward,0512 W024,President,,LPF,Jo Jorgensen,4,0,3,1,0
Broward,0512 W024,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0512 W024,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0512 W024,President,,GRE,Howie Hawkins,2,1,0,1,0
Broward,0512 W024,President,,CPF,Don Blankenship,2,0,2,0,0
Broward,0512 W024,President,,,Write-ins,7,2,5,0,0
Broward,0512 W024,President,,REP,Greg Musselwhite,454,119,138,197,0
Broward,0512 W024,President,,DEM,Alcee L. Hastings,1800,268,853,678,1
Broward,0512 W024,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,439,111,130,198,0
Broward,0512 W024,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1783,272,852,658,1
Broward,0512 W024,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1961,315,903,742,1
Broward,0512 W024,Public Defender - 17th Judicial Circuit,,,Write-ins,49,10,16,23,0
Broward,0512 W024,State Senate,35,DEM,"Shevrin ""Shev"" Jones",1956,311,912,732,1
Broward,0512 W024,State Senate,35,,Write-ins,39,10,11,18,0
Broward,0512 W024,State House,101,REP,"Vincent ""Vinny"" Parlatore",433,111,126,196,0
Broward,0512 W024,State House,101,DEM,Marie Woodson,1793,265,867,660,1
Broward,0512 W024,Sheriff,,REP,H. Wayne Clark,387,104,110,173,0
Broward,0512 W024,Sheriff,,DEM,Gregory Tony,1776,270,826,679,1
Broward,0512 W024,Sheriff,,NPA,"Charles ""Chuck"" Whatley",79,14,45,20,0
Broward,0512 W024,Sheriff,,,Write-ins,5,0,4,1,0
Broward,0512 W024,Supervisor of Elections,,REP,Catherine McBreen,448,118,138,192,0
Broward,0512 W024,Supervisor of Elections,,DEM,Joe Scott,1791,263,854,673,1
Broward,0512 W024,Supervisor of Elections,,,Write-ins,10,3,4,3,0
Broward,0512 W024,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1133,226,466,440,1
Broward,0512 W024,Justice of the Supreme Court - Carlos G. Muniz,,,No.,917,123,449,345,0
Broward,0512 W024,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1219,233,523,462,1
Broward,0512 W024,Fourth District Court of Appeal - Alan O. Forst,,,No.,799,110,381,308,0
Broward,0512 W024,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1180,208,516,455,1
Broward,0512 W024,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,830,131,386,313,0
Broward,0512 W024,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1472,238,669,564,1
Broward,0512 W024,Fourth District Court of Appeal - Martha C. Warner,,,No.,555,108,234,213,0
Broward,0512 W024,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,764,175,285,303,1
Broward,0512 W024,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,1237,160,619,458,0
Broward,0512 W024,School Board At Large - Seat 9,,,Debra Hixon.,1196,222,500,473,1
Broward,0512 W024,School Board At Large - Seat 9,,,Jeff Holness,829,105,427,297,0
Broward,0512 W024,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1101,207,457,436,1
Broward,0512 W024,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,911,131,446,334,0
Broward,0512 W024,No. 1 Constitutional Amendment,,,Yes,1501,292,650,558,1
Broward,0512 W024,No. 1 Constitutional Amendment,,,No.,605,66,293,246,0
Broward,0512 W024,No. 2 Constitutional Amendment,,,Yes,1771,273,832,665,1
Broward,0512 W024,No. 2 Constitutional Amendment,,,No.,291,62,106,123,0
Broward,0512 W024,No. 3 Constitutional Amendment,,,Yes,1244,246,555,442,1
Broward,0512 W024,No. 3 Constitutional Amendment,,,No.,772,82,359,331,0
Broward,0512 W024,No. 4 Constitutional Amendment,,,Yes,1024,221,438,364,1
Broward,0512 W024,No. 4 Constitutional Amendment,,,No.,979,104,476,399,0
Broward,0512 W024,No. 5 Constitutional Amendment,,,Yes,1343,233,628,481,1
Broward,0512 W024,No. 5 Constitutional Amendment,,,No.,706,104,289,313,0
Broward,0512 W024,No. 6 Constitutional Amendment,,,Yes,1798,305,800,692,1
Broward,0512 W024,No. 6 Constitutional Amendment,,,No.,308,39,133,136,0
Broward,0512 W024,Broward County Ballot Question,,,Yes,1389,208,643,537,1
Broward,0512 W024,Broward County Ballot Question,,,No.,660,125,271,264,0
Broward,0512 W024,Broward County Charter Question,,,Yes,1557,251,708,597,1
Broward,0512 W024,Broward County Charter Question,,,No.,522,85,220,217,0
Broward,0513 W025,Registered Voters,,,,4107,,,,
Broward,0513 W025,Ballots Cast,,,,3093,272,1498,1322,1
Broward,0513 W025,Ballots Cast Blank,,,,143,19,53,71,0
Broward,0513 W025,President,,REP,Donald J. Trump,335,57,117,160,1
Broward,0513 W025,President,,DEM,Joseph R. Biden,2718,210,1360,1148,0
Broward,0513 W025,President,,LPF,Jo Jorgensen,12,1,7,4,0
Broward,0513 W025,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0513 W025,President,,PSL,Gloria La Riva,3,0,1,2,0
Broward,0513 W025,President,,GRE,Howie Hawkins,3,0,2,1,0
Broward,0513 W025,President,,CPF,Don Blankenship,1,0,1,0,0
Broward,0513 W025,President,,,Write-ins,10,3,3,4,0
Broward,0513 W025,President,,REP,Greg Musselwhite,296,47,106,142,1
Broward,0513 W025,President,,DEM,Alcee L. Hastings,2735,214,1368,1153,0
Broward,0513 W025,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,319,50,112,156,1
Broward,0513 W025,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,2678,211,1343,1124,0
Broward,0513 W025,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,2809,230,1400,1179,0
Broward,0513 W025,Public Defender - 17th Judicial Circuit,,,Write-ins,35,4,18,13,0
Broward,0513 W025,State Senate,35,DEM,"Shevrin ""Shev"" Jones",2797,230,1388,1179,0
Broward,0513 W025,State Senate,35,,Write-ins,37,5,19,13,0
Broward,0513 W025,Sheriff,,REP,H. Wayne Clark,295,46,109,139,1
Broward,0513 W025,Sheriff,,DEM,Gregory Tony,2622,206,1310,1106,0
Broward,0513 W025,Sheriff,,NPA,"Charles ""Chuck"" Whatley",71,12,29,30,0
Broward,0513 W025,Sheriff,,,Write-ins,17,0,9,8,0
Broward,0513 W025,Supervisor of Elections,,REP,Catherine McBreen,321,50,115,155,1
Broward,0513 W025,Supervisor of Elections,,DEM,Joe Scott,2680,206,1347,1127,0
Broward,0513 W025,Supervisor of Elections,,,Write-ins,11,2,7,2,0
Broward,0513 W025,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1247,122,552,573,0
Broward,0513 W025,Justice of the Supreme Court - Carlos G. Muniz,,,No.,1536,122,838,576,0
Broward,0513 W025,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1456,129,691,636,0
Broward,0513 W025,Fourth District Court of Appeal - Alan O. Forst,,,No.,1302,115,689,498,0
Broward,0513 W025,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1414,128,675,611,0
Broward,0513 W025,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,1333,113,692,528,0
Broward,0513 W025,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1956,174,1003,779,0
Broward,0513 W025,Fourth District Court of Appeal - Martha C. Warner,,,No.,800,67,375,358,0
Broward,0513 W025,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,861,100,356,405,0
Broward,0513 W025,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,1865,138,1007,720,0
Broward,0513 W025,School Board At Large - Seat 9,,,Debra Hixon.,1452,151,668,633,0
Broward,0513 W025,School Board At Large - Seat 9,,,Jeff Holness,1362,94,734,534,0
Broward,0513 W025,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1479,150,686,643,0
Broward,0513 W025,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,1261,92,681,488,0
Broward,0513 W025,No. 1 Constitutional Amendment,,,Yes,1874,197,875,801,1
Broward,0513 W025,No. 1 Constitutional Amendment,,,No.,1018,50,544,424,0
Broward,0513 W025,No. 2 Constitutional Amendment,,,Yes,2574,220,1298,1055,1
Broward,0513 W025,No. 2 Constitutional Amendment,,,No.,272,26,111,135,0
Broward,0513 W025,No. 3 Constitutional Amendment,,,Yes,1670,176,807,686,1
Broward,0513 W025,No. 3 Constitutional Amendment,,,No.,1125,67,576,482,0
Broward,0513 W025,No. 4 Constitutional Amendment,,,Yes,1330,150,617,562,1
Broward,0513 W025,No. 4 Constitutional Amendment,,,No.,1442,91,755,596,0
Broward,0513 W025,No. 5 Constitutional Amendment,,,Yes,1752,153,906,692,1
Broward,0513 W025,No. 5 Constitutional Amendment,,,No.,1046,90,451,505,0
Broward,0513 W025,No. 6 Constitutional Amendment,,,Yes,2416,205,1179,1032,0
Broward,0513 W025,No. 6 Constitutional Amendment,,,No.,471,45,230,196,0
Broward,0513 W025,Broward County Ballot Question,,,Yes,1995,170,1012,813,0
Broward,0513 W025,Broward County Ballot Question,,,No.,826,74,380,372,0
Broward,0513 W025,Broward County Charter Question,,,Yes,2167,192,1050,924,1
Broward,0513 W025,Broward County Charter Question,,,No.,677,52,346,279,0
Broward,0514 X001,Registered Voters,,,,1959,,,,
Broward,0514 X001,Ballots Cast,,,,1424,152,653,619,0
Broward,0514 X001,Ballots Cast Blank,,,,76,11,24,41,0
Broward,0514 X001,President,,REP,Donald J. Trump,473,71,150,252,0
Broward,0514 X001,President,,DEM,Joseph R. Biden,938,79,494,365,0
Broward,0514 X001,President,,LPF,Jo Jorgensen,5,2,3,0,0
Broward,0514 X001,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0514 X001,President,,PSL,Gloria La Riva,2,0,1,1,0
Broward,0514 X001,President,,GRE,Howie Hawkins,2,0,2,0,0
Broward,0514 X001,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0514 X001,President,,,Write-ins,0,0,0,0,0
Broward,0514 X001,U.S. House,23,REP,Carla Spalding,470,68,160,242,0
Broward,0514 X001,U.S. House,23,DEM,Debbie Wasserman Schultz,911,79,476,356,0
Broward,0514 X001,U.S. House,23,,Write-ins,5,1,2,2,0
Broward,0514 X001,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,459,67,153,239,0
Broward,0514 X001,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,902,76,474,352,0
Broward,0514 X001,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1093,106,550,437,0
Broward,0514 X001,Public Defender - 17th Judicial Circuit,,,Write-ins,40,7,15,18,0
Broward,0514 X001,State Senate,35,DEM,"Shevrin ""Shev"" Jones",1076,105,544,427,0
Broward,0514 X001,State Senate,35,,Write-ins,42,6,16,20,0
Broward,0514 X001,State House,101,REP,"Vincent ""Vinny"" Parlatore",430,58,142,230,0
Broward,0514 X001,State House,101,DEM,Marie Woodson,918,81,476,361,0
Broward,0514 X001,Sheriff,,REP,H. Wayne Clark,396,56,135,205,0
Broward,0514 X001,Sheriff,,DEM,Gregory Tony,894,78,451,365,0
Broward,0514 X001,Sheriff,,NPA,"Charles ""Chuck"" Whatley",59,9,36,14,0
Broward,0514 X001,Sheriff,,,Write-ins,8,1,4,3,0
Broward,0514 X001,Supervisor of Elections,,REP,Catherine McBreen,434,64,137,233,0
Broward,0514 X001,Supervisor of Elections,,DEM,Joe Scott,929,79,492,358,0
Broward,0514 X001,Supervisor of Elections,,,Write-ins,3,1,1,1,0
Broward,0514 X001,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,704,86,294,324,0
Broward,0514 X001,Justice of the Supreme Court - Carlos G. Muniz,,,No.,536,42,294,200,0
Broward,0514 X001,Fourth District Court of Appeal - Alan O. Forst,,,Yes,732,81,321,330,0
Broward,0514 X001,Fourth District Court of Appeal - Alan O. Forst,,,No.,485,45,258,182,0
Broward,0514 X001,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,732,73,327,332,0
Broward,0514 X001,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,476,52,248,176,0
Broward,0514 X001,Fourth District Court of Appeal - Martha C. Warner,,,Yes,881,92,427,362,0
Broward,0514 X001,Fourth District Court of Appeal - Martha C. Warner,,,No.,325,31,148,146,0
Broward,0514 X001,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,574,66,229,279,0
Broward,0514 X001,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,595,55,327,213,0
Broward,0514 X001,School Board At Large - Seat 9,,,Debra Hixon.,846,95,392,359,0
Broward,0514 X001,School Board At Large - Seat 9,,,Jeff Holness,378,29,186,163,0
Broward,0514 X001,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,686,70,299,317,0
Broward,0514 X001,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,489,55,254,180,0
Broward,0514 X001,No. 1 Constitutional Amendment,,,Yes,966,105,428,433,0
Broward,0514 X001,No. 1 Constitutional Amendment,,,No.,348,28,183,137,0
Broward,0514 X001,No. 2 Constitutional Amendment,,,Yes,994,106,485,403,0
Broward,0514 X001,No. 2 Constitutional Amendment,,,No.,302,28,122,152,0
Broward,0514 X001,No. 3 Constitutional Amendment,,,Yes,787,92,383,312,0
Broward,0514 X001,No. 3 Constitutional Amendment,,,No.,473,38,213,222,0
Broward,0514 X001,No. 4 Constitutional Amendment,,,Yes,632,79,271,282,0
Broward,0514 X001,No. 4 Constitutional Amendment,,,No.,620,50,321,249,0
Broward,0514 X001,No. 5 Constitutional Amendment,,,Yes,901,95,432,374,0
Broward,0514 X001,No. 5 Constitutional Amendment,,,No.,357,32,163,162,0
Broward,0514 X001,No. 6 Constitutional Amendment,,,Yes,1181,132,548,501,0
Broward,0514 X001,No. 6 Constitutional Amendment,,,No.,134,7,63,64,0
Broward,0514 X001,Broward County Ballot Question,,,Yes,814,78,406,330,0
Broward,0514 X001,Broward County Ballot Question,,,No.,436,53,179,204,0
Broward,0514 X001,Broward County Charter Question,,,Yes,844,97,404,343,0
Broward,0514 X001,Broward County Charter Question,,,No.,418,35,188,195,0
Broward,0515 X002,Registered Voters,,,,1534,,,,
Broward,0515 X002,Ballots Cast,,,,1094,114,507,473,0
Broward,0515 X002,Ballots Cast Blank,,,,63,7,24,32,0
Broward,0515 X002,President,,REP,Donald J. Trump,337,60,97,180,0
Broward,0515 X002,President,,DEM,Joseph R. Biden,747,52,404,291,0
Broward,0515 X002,President,,LPF,Jo Jorgensen,1,0,0,1,0
Broward,0515 X002,President,,REF,"Roque ""Rocky"" De La Fuente",2,1,1,0,0
Broward,0515 X002,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0515 X002,President,,GRE,Howie Hawkins,1,0,1,0,0
Broward,0515 X002,President,,CPF,Don Blankenship,1,0,1,0,0
Broward,0515 X002,President,,,Write-ins,1,0,0,1,0
Broward,0515 X002,U.S. House,23,REP,Carla Spalding,321,51,96,174,0
Broward,0515 X002,U.S. House,23,DEM,Debbie Wasserman Schultz,741,55,397,289,0
Broward,0515 X002,U.S. House,23,,Write-ins,1,0,0,1,0
Broward,0515 X002,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,317,51,101,165,0
Broward,0515 X002,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,732,52,387,293,0
Broward,0515 X002,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,849,72,425,352,0
Broward,0515 X002,Public Defender - 17th Judicial Circuit,,,Write-ins,36,3,14,19,0
Broward,0515 X002,State Senate,35,DEM,"Shevrin ""Shev"" Jones",845,73,426,346,0
Broward,0515 X002,State Senate,35,,Write-ins,31,0,11,20,0
Broward,0515 X002,State House,101,REP,"Vincent ""Vinny"" Parlatore",314,58,91,165,0
Broward,0515 X002,State House,101,DEM,Marie Woodson,727,50,393,284,0
Broward,0515 X002,Sheriff,,REP,H. Wayne Clark,283,49,83,151,0
Broward,0515 X002,Sheriff,,DEM,Gregory Tony,716,56,367,293,0
Broward,0515 X002,Sheriff,,NPA,"Charles ""Chuck"" Whatley",38,2,27,9,0
Broward,0515 X002,Sheriff,,,Write-ins,7,0,3,4,0
Broward,0515 X002,Supervisor of Elections,,REP,Catherine McBreen,304,52,92,160,0
Broward,0515 X002,Supervisor of Elections,,DEM,Joe Scott,744,54,397,293,0
Broward,0515 X002,Supervisor of Elections,,,Write-ins,3,1,0,2,0
Broward,0515 X002,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,550,70,197,283,0
Broward,0515 X002,Justice of the Supreme Court - Carlos G. Muniz,,,No.,401,28,253,120,0
Broward,0515 X002,Fourth District Court of Appeal - Alan O. Forst,,,Yes,570,63,233,274,0
Broward,0515 X002,Fourth District Court of Appeal - Alan O. Forst,,,No.,369,32,217,120,0
Broward,0515 X002,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,568,63,233,272,0
Broward,0515 X002,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,368,29,219,120,0
Broward,0515 X002,Fourth District Court of Appeal - Martha C. Warner,,,Yes,703,73,325,305,0
Broward,0515 X002,Fourth District Court of Appeal - Martha C. Warner,,,No.,237,21,125,91,0
Broward,0515 X002,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,406,55,157,194,0
Broward,0515 X002,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,515,36,286,193,0
Broward,0515 X002,School Board At Large - Seat 9,,,Debra Hixon.,626,71,298,257,0
Broward,0515 X002,School Board At Large - Seat 9,,,Jeff Holness,326,25,156,145,0
Broward,0515 X002,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,541,58,244,239,0
Broward,0515 X002,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,373,33,196,144,0
Broward,0515 X002,No. 1 Constitutional Amendment,,,Yes,755,86,337,332,0
Broward,0515 X002,No. 1 Constitutional Amendment,,,No.,252,17,138,97,0
Broward,0515 X002,No. 2 Constitutional Amendment,,,Yes,791,72,399,320,0
Broward,0515 X002,No. 2 Constitutional Amendment,,,No.,204,31,68,105,0
Broward,0515 X002,No. 3 Constitutional Amendment,,,Yes,652,61,313,278,0
Broward,0515 X002,No. 3 Constitutional Amendment,,,No.,318,41,142,135,0
Broward,0515 X002,No. 4 Constitutional Amendment,,,Yes,489,58,212,219,0
Broward,0515 X002,No. 4 Constitutional Amendment,,,No.,474,39,237,198,0
Broward,0515 X002,No. 5 Constitutional Amendment,,,Yes,684,67,337,280,0
Broward,0515 X002,No. 5 Constitutional Amendment,,,No.,286,30,115,141,0
Broward,0515 X002,No. 6 Constitutional Amendment,,,Yes,886,93,427,366,0
Broward,0515 X002,No. 6 Constitutional Amendment,,,No.,127,12,45,70,0
Broward,0515 X002,Broward County Ballot Question,,,Yes,648,60,322,266,0
Broward,0515 X002,Broward County Ballot Question,,,No.,318,39,129,150,0
Broward,0515 X002,Broward County Charter Question,,,Yes,668,65,302,301,0
Broward,0515 X002,Broward County Charter Question,,,No.,311,36,152,123,0
Broward,0516 X003,Registered Voters,,,,1897,,,,
Broward,0516 X003,Ballots Cast,,,,1362,144,596,622,0
Broward,0516 X003,Ballots Cast Blank,,,,87,15,23,49,0
Broward,0516 X003,President,,REP,Donald J. Trump,426,67,134,225,0
Broward,0516 X003,President,,DEM,Joseph R. Biden,918,74,456,388,0
Broward,0516 X003,President,,LPF,Jo Jorgensen,3,1,0,2,0
Broward,0516 X003,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0516 X003,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0516 X003,President,,GRE,Howie Hawkins,3,1,1,1,0
Broward,0516 X003,President,,CPF,Don Blankenship,1,0,1,0,0
Broward,0516 X003,President,,,Write-ins,2,1,0,1,0
Broward,0516 X003,U.S. House,23,REP,Carla Spalding,393,64,134,195,0
Broward,0516 X003,U.S. House,23,DEM,Debbie Wasserman Schultz,925,75,447,403,0
Broward,0516 X003,U.S. House,23,,Write-ins,3,0,0,3,0
Broward,0516 X003,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,409,59,139,211,0
Broward,0516 X003,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,886,74,432,380,0
Broward,0516 X003,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1047,93,491,463,0
Broward,0516 X003,Public Defender - 17th Judicial Circuit,,,Write-ins,41,6,14,21,0
Broward,0516 X003,State Senate,35,DEM,"Shevrin ""Shev"" Jones",1039,94,487,458,0
Broward,0516 X003,State Senate,35,,Write-ins,39,8,12,19,0
Broward,0516 X003,State House,101,REP,"Vincent ""Vinny"" Parlatore",385,61,122,202,0
Broward,0516 X003,State House,101,DEM,Marie Woodson,899,70,446,383,0
Broward,0516 X003,Sheriff,,REP,H. Wayne Clark,351,54,114,183,0
Broward,0516 X003,Sheriff,,DEM,Gregory Tony,895,75,432,388,0
Broward,0516 X003,Sheriff,,NPA,"Charles ""Chuck"" Whatley",49,8,23,18,0
Broward,0516 X003,Sheriff,,,Write-ins,3,0,1,2,0
Broward,0516 X003,Supervisor of Elections,,REP,Catherine McBreen,414,58,138,218,0
Broward,0516 X003,Supervisor of Elections,,DEM,Joe Scott,884,73,435,376,0
Broward,0516 X003,Supervisor of Elections,,,Write-ins,1,0,0,1,0
Broward,0516 X003,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,701,87,266,348,0
Broward,0516 X003,Justice of the Supreme Court - Carlos G. Muniz,,,No.,497,36,280,181,0
Broward,0516 X003,Fourth District Court of Appeal - Alan O. Forst,,,Yes,719,78,289,352,0
Broward,0516 X003,Fourth District Court of Appeal - Alan O. Forst,,,No.,456,41,245,170,0
